time,cpu_usage,active_workers,queue_len
15180,100,5,376
15190,100,5,376
15200,100,5,377
15210,100,5,377
15220,100,5,377
15230,100,5,377
15240,100,5,377
15250,100,5,377
15260,100,5,378
15270,100,5,378
15280,100,5,379
15290,100,5,379
15300,100,5,380
15310,100,5,380
15320,100,5,380
15330,100,5,380
15340,100,5,380
15350,100,5,380
15360,100,5,380
15370,100,5,380
15380,100,5,381
15390,100,5,381
15400,100,5,382
15410,100,5,382
15420,100,5,382
15430,100,5,382
15440,100,5,382
15450,100,5,382
15460,100,5,383
15470,100,5,383
15480,100,5,384
15490,100,5,384
15500,100,5,385
15510,100,5,385
15520,100,5,385
15530,100,5,385
15540,100,5,385
15550,100,5,385
15560,100,5,385
